sentiment,clean_text
neutral,blog set privat
negative,vote
negative,ugh
neutral,even drove get home hour half later lol
neutral,watch film real women good film middl night
positive,happi
positive,nice
neutral,ugh better get work
neutral,think hes text
positive,thank
negative,miss
negative,hate
neutral,wow never seen hes bloodi awesom think last year howev could bad
negative,hurt
positive,advic
positive,great
positive,good
positive,hope
negative,wrong
neutral,next movi review go like
positive,thank
neutral,last day st spend pack
negative,dude look well put shame
neutral,oh yeah
negative,omg miss
negative,stuff refus
negative,one beat littl girl good day
neutral,star repli
positive,cheap
neutral,oh yeah grill bbq tonight hous
negative,mean laugh littl come sorri
neutral,bbq chicken pizza last night although deep dish glad hear fun pr
neutral,mind play trick could either way ish mind heavi sleepi
positive,someon told thing get never done
positive,blood test today bad realli need starbuck nice ice
negative,one want sit
positive,love
neutral,hey mr number send phone email ok
negative,season that sorri notic updat sis go happi
positive,happi
neutral,watch eat appl sauc
neutral,forev msn
neutral,guess ill start get camp fish stuff togeth wed trip lake
negative,miss
neutral,bike race camp total peopl go anywher sunday option race right past hous fb
negative,spam
neutral,enough close contact twitter follow friday followfriday
positive,happi
neutral,work way pull weed later
positive,made afternoon
negative,sad
neutral,pray alway danger answer god give grace
neutral,man hard
positive,gorgeous day
positive,hope tonight fun
neutral,around look hope okay afraid go get hit car stop cri
neutral,ice cream ill
negative,worri
negative,realli insan
negative,expens
negative,figur
neutral,shut follow right made account made like school girl
neutral,two block away
negative,realli miss alreadi
positive,tri best hope get laid
positive,welcom
positive,especi love
neutral,want go tonight rich play
positive,perfect day
neutral,final work sub copi
positive,great
positive,love
negative,never ever
neutral,beach watch xmen origin drink juic
neutral,pig catch swine flu flu develop fli pig flu awesom funni
neutral,everywher love today though
neutral,oh hope find voic soon
neutral,feel like support
negative,cancel
negative,miss
positive,pretti nice
negative,grrr load tomorrow return
neutral,left dj talent vote
positive,perfect
neutral,work
neutral,put ad tan salad bird draw area time still need got tuesday
positive,hope rock
negative,sad realli realli sad
neutral,design new
positive,hoo congrat get
neutral,part actual part one buy without part
neutral,ab still box work
negative,miss
positive,think
negative,bad
negative,sad
negative,piss
neutral,hope soon know hate fake
neutral,rip ad buy go speak look hold bit compani chang hand
positive,everyth great
positive,great
negative,cuz mean account delet due strang activ
neutral,tweet today garden either bet
negative,drag
negative,good enough
positive,actual zero thing complain
neutral,drug work
neutral,idea fan see pic
negative,stupid
neutral,dinner fam grandma mother day
positive,ty
neutral,got eye talkin bout da say got
neutral,carter boy see video youtub say vid privat want see grand
positive,wow that good
positive,gorgeous
positive,happi mo
neutral,everyon fine monday everyon opinion new wolverin movi
negative,head hospit take pain anymor
positive,complet black book arriv look forward entertain tv night dvd
negative,jealous
positive,wise
positive,cool
neutral,link per daughter
positive,enjoy famili everyth
neutral,left messag hope get
negative,bore mind lol
neutral,finish studi watch soul
positive,good
positive,awesom
neutral,make sure next water
negative,difficult
neutral,donat blood
neutral,time read doll hous get quot physic
negative,ugh
positive,may
neutral,rude poor girl hope recov aw site
positive,wait see
positive,good
positive,thank prop
negative,aw
positive,annoy
positive,look nice though
neutral,love develop crush small one second one
negative,sleep
negative,upset right
neutral,today sore surgeri day glad took extra sick day full expect week call lawn servic today
negative,sad
neutral,sent donat want put avatar tri
negative,fail
positive,think
neutral,grandma probabl phone get aim
positive,happi
neutral,got home bank definit hit interest
neutral,spend lot money new lucki hey
negative,miss
negative,copi past piss time
negative,hurt
negative,treat well far
positive,well nice see great day tweet soon
neutral,rememb let small list cover big littl even worri
neutral,mean doin hope get head
neutral,hi rob
negative,tire
positive,hope ok
positive,great
negative,miss
neutral,go meet instead
neutral,pretti sure allow snuggl want tonight
negative,one problem
neutral,smh dat
negative,think like
positive,best thing
negative,ruin
neutral,old got four two year
positive,thank
negative,sorri
neutral,right readi go
positive,want hurt
positive,absolut amaz good day work yay love movi
positive,make happi wh
negative,suck
positive,product
positive,amaz
positive,perfect time
negative,hope disappoint yet
neutral,tomorrow
neutral,much fun day game home sick
neutral,face ha ha ha ha lol yeah tire tomorrow guess care
negative,still melt hous fair
positive,thank
negative,kill
negative,worst
negative,sober jst fun
positive,love
negative,lazi
positive,safe
negative,unfortun
positive,great
neutral,put show sri spam love
neutral,aww
negative,still hurt
negative,think get
positive,aw thought yummi experi tri next time
negative,apolog support
neutral,um yeah role model may know littl one chin
positive,grow
negative,ugh
neutral,load
negative,oop
positive,amaz
negative,dang
neutral,find monday day come work thing boss work weekend
neutral,late
positive,lol
negative,sorri
neutral,know
positive,sound fun
negative,mani assign
positive,good morn
neutral,go la
positive,cool
neutral,love florida miss american friend
positive,love
positive,good night everyon
neutral,win
positive,much appreci
neutral,exact part think
positive,happi
neutral,vacat good far
positive,yum
negative,lost follow
neutral,feelin rite mood twitter dark
negative,littl boy still makin work storm
neutral,wash eye got water
positive,happi bday
neutral,dis usb charger good nothin got find store dead sinc last nite
positive,sweet dream
neutral,lol tri paint back
neutral,yeah know yrs
negative,thing easi simpl seem
neutral,go learn today
negative,twitter second day run studi leav car one piec
positive,thank love support
neutral,watch slice life laugh go sleep
negative,unfortun yet
positive,play time
neutral,gah realiz meet
neutral,need job
positive,satisfi review
neutral,cuz alway late haha dammit got good
positive,hope
negative,hurt
negative,wish could afford
neutral,tonight
neutral,nope go abl finish tonight got thing bed
neutral,nope client side tech
neutral,anybodi els think pretti much vista
negative,hangov
neutral,updat skin differ member nightmar hack time
positive,goodnight everyon
positive,tri make feel home
neutral,warm milk
neutral,follow aswel twitter follow
neutral,access web proper
neutral,aww poor add peopl add
negative,attempt write tonight seem fail
negative,bad thing
negative,die
positive,excit
positive,happi mother day
neutral,listen internet
negative,sorri
neutral,run half marathon finger cross time
negative,made jealous
neutral,happi hes gut
negative,pain poor hate sun
positive,love
negative,bore
neutral,realli feel like got tan gave work instead skin cancer
positive,enjoy
negative,block even
neutral,plan move back
negative,frustrat
positive,good night
neutral,nice know feel comfort twit tweet feel miss home
negative,horribl
positive,awesom
neutral,potato guy onlin hes live
positive,good
positive,fab
positive,love
negative,tv work right internet super slow
neutral,goin bed
neutral,good job track head cos sad access boo
positive,better come back soon
neutral,want play realiti spend day
neutral,traffic jam rubbish anyon know what go stuck direct
negative,gone miss way alreadi
neutral,sit bed weekend
positive,yay go taylor come australia
negative,miss alreadi
positive,cool
positive,love
neutral,still bore long till next tour date
positive,look forward coffe drive tomorrow realli
negative,walk cold water
neutral,go work
negative,like
neutral,shop sis friday meet fire parti park parti birthday
positive,cheer
positive,good
neutral,busi entir week abl take breath next tuesday
positive,made rite decis
neutral,yea said go come record today
neutral,home friday make
neutral,yeah think enough gir
positive,love
positive,bless
positive,somebodi pleas save bear
negative,bust
positive,happ
neutral,wife situat final decid go med much
positive,awesom
neutral,play tomorrow
neutral,yes prefer clear want turn back clock
positive,happi mom day
positive,hope
negative,fail
neutral,health insur option
negative,awesom
neutral,yay ill take pictur get tattoo arm
negative,suck
positive,great time talkin
negative,suck
positive,haha
positive,realli excit
negative,case ipod touch liter fall apart
neutral,got
positive,best night
positive,love
neutral,name chanc
negative,care get mad like speak mind crazi help go da deep
positive,thank
positive,thursday night amaz ta
